area,address,full_address,number,price_sold,date,matcher,year,annual_average_price_difference,lat,long
Highfield,Highfield Park,"7 Highfield Park, Highfield",7,317000,2021-04-27,Highfield,2021,,51.88483134751023,-8.573114016875365
Leecourt,Leecourt,"93 Leecourt, Leecourt",93,252000,2018-09-06,Leecourt,2018,,51.8915162277775,-8.581342570851831
Old Quarter,Leslies Arch,"107 Leslies Arch, Old Quarter",107,300000,2018-09-03,Leslies,2018,,51.89114003596089,-8.59633561033392
Maglin,Glincoole Gardens,"20 Glincoole Gardens, Maglin",20,280000,2018-09-03,Glincoole,2018,-0.06349206349206349,51.88135112776452,-8.59523805920491
Coolroe,Coolroe Court,"7 Coolroe Court, Coolroe",7,422500,2018-08-31,Coolroe,2018,,51.885279789132504,-8.622716969745719
Inniscarra View,Whitetholn Avenue,"24 Whitetholn Avenue, Inniscarra View",24,310000,2018-08-27,Whitetholn,2018,,51.88901621244116,-8.572065214668026
The Crescent,The Crescent,"17 The Crescent, The Crescent",17,275000,2018-08-24,Crescent,2018,,51.88974689003794,-8.592724974545812
Old Quarter,Coopers Grange,"43 Coopers Grange, Old Quarter",43,250000,2018-08-23,Coopers,2018,,51.89114003596089,-8.59633561033392
Beech Park,Beech Park,"118 Beech Park, Beech Park",118,261000,2018-08-22,Beech,2018,,51.884462825784524,-8.586660730369518
Daffodil Fields,Daffodil Fields,"27 Daffodil Fields, Daffodil Fields",27,465000,2018-08-20,Daffodil,2018,,51.89114262893351,-8.573402430369397
Fionn Laoi,Woodview,"19 Woodview, Fionn Laoi",19,400000,2018-08-16,Woodview,2018,,51.89295672639931,-8.577244778805012
Old Quarter,Millers Court,"62 Millers Court, Old Quarter",62,360000,2018-08-10,Millers,2018,,51.89114003596089,-8.59633561033392
Coolroe,Prospect Lawn Coolroe,"22 Prospect Lawn Coolroe, Coolroe",22,605000,2019-03-01,Prospect,2019,-0.013882762939366715,51.885279789132504,-8.622716969745719
Old Quarter,Leslies Arch,"78 Leslies Arch, Old Quarter",78,370000,2019-08-08,Leslies,2019,-0.0014441606686788969,51.89114003596089,-8.59633561033392
Manor Hill,Manor Hill,"48 Manor Hill, Manor Hill",48,355000,2019-08-06,Manor,2019,0.1590909090909091,51.89121035709487,-8.575907457357648
An Caislean,Tara,"17 Tara, An Caislean",17,218000,2019-08-06,Tara,2019,-0.024255374255374256,51.88419579207018,-8.604721941977742
Greenfield,Oldcourt,"99 Oldcourt, Greenfield",99,349000,2019-08-06,Oldcourt,2019,,51.88072634468435,-8.611355403381312
Highfield Park,The Avenue,"3 The Avenue, Highfield Park",3,281000,2019-08-04,Avenue,2019,,51.88438631124541,-8.574891410855766
Classis Lake,Fern Way,"59 Fern Way, Classis Lake",59,221000,2019-08-02,Fern,2019,,51.88586099008718,-8.62822296864587
Greenfields,Woodberry,"46 Woodberry, Greenfields",46,560000,2019-08-01,Woodberry,2019,,51.87941701969475,-8.620193493581136
Old Quarter,Leslies Arch,"112 Leslies Arch, Old Quarter",112,335000,2019-07-31,Leslies,2019,-0.0014441606686788969,51.89114003596089,-8.59633561033392
Coolroe,The Close,"17 The Close, Coolroe",17,325000,2019-07-26,Close,2019,-0.013882762939366715,51.885279789132504,-8.622716969745719
Old Quarter,Cooper's Grange,"20 Cooper's Grange, Old Quarter",20,350000,2019-07-26,Cooper's,2019,-0.0014441606686788969,51.89114003596089,-8.59633561033392
Old Quarter,Coopers Grange,"36 Coopers Grange, Old Quarter",36,400000,2019-07-25,Coopers,2019,-0.0014441606686788969,51.89114003596089,-8.59633561033392
Muskerry Estate,Castle Avenue,"12 Castle Avenue, Muskerry Estate",12,255000,2020-06-12,Castle,2020,,51.885514844369936,-8.596310161258103
Old Quarter,Coopers Grange,"4 Coopers Grange, Old Quarter",4,539125,2020-06-05,Coopers,2020,,51.89114003596089,-8.59633561033392
The Crescent,The Crescent,"35 The Crescent, The Crescent",35,375000,2020-06-04,Crescent,2020,,51.88974689003794,-8.592724974545812
Maglin,Maglin Green,"4 Maglin Green, Maglin",4,377983,2020-06-02,Maglin,2020,-0.07096774193548387,51.88135112776452,-8.59523805920491
The Maltings,Distillery Court,"19 Distillery Court, The Maltings",19,211000,2020-05-29,Distillery,2020,-0.009633911368015413,51.88503727921537,-8.591352822622822
Old Quarter,Coopers Grange,"5 Coopers Grange, Old Quarter",5,476161,2020-05-29,Coopers,2020,,51.89114003596089,-8.59633561033392
An Caislean,An Caislean Drive,"31 An Caislean Drive, An Caislean",31,240000,2020-05-21,Caislean,2020,-0.048583530697759156,51.88419579207018,-8.604721941977742
Old Quarter,Millers Court,"46 Millers Court, Old Quarter",46,410000,2018-12-05,Millers,2018,,51.89114003596089,-8.59633561033392
Old Quarter,Millers Court,"22 Millers Court, Old Quarter",22,355000,2018-12-05,Millers,2018,,51.89114003596089,-8.59633561033392
Muskerry Estate,Cherry Walk,"37 Cherry Walk, Muskerry Estate",37,258000,2018-12-05,Cherry,2018,,51.885514844369936,-8.596310161258103
Powdermills,Powdermill Meadows,"4 Powdermill Meadows, Powdermills",4,335000,2018-12-04,Powdermill,2018,,51.89225015549648,-8.586096438526356
Town Center,Main Street," Main Street, Town Center",,120000,2018-12-03,Main,2018,,51.8878563321983,-8.600737381727024
Westcourt,Bellview,"1 Bellview, Westcourt",1,403000,2018-11-30,Bellview,2018,,51.88681255417706,-8.616295628522487
An Caislean,Caislean Close,"8 Caislean Close, An Caislean",8,262000,2018-11-30,Caislean,2018,,51.88419579207018,-8.604721941977742
Coolroe,Coolroe Court,"1 Coolroe Court, Coolroe",1,507000,2018-11-28,Coolroe,2018,,51.885279789132504,-8.622716969745719
The Cloisters,The Cloisters,"60 The Cloisters, The Cloisters",60,265000,2018-11-27,Cloisters,2018,-0.13846153846153847,51.88453436126935,-8.578108099687265
Innishmore,Innishmore Grove,"35 Innishmore Grove, Innishmore",35,188000,2021-04-22,Innishmore,2021,,51.88897474404985,-8.608958999892096
Wyndham Downs,Wyndham Downs,"43 Wyndham Downs, Wyndham Downs",43,300000,2021-04-22,Wyndham,2021,,51.88594295587414,-8.620296147557605
Greenfields,Fernwalk,"46 Fernwalk, Greenfields",46,865000,2021-04-21,Fernwalk,2021,,51.87941701969475,-8.620193493581136
Maglin,Maglin Green,"7 Maglin Green, Maglin",7,420000,2021-04-19,Maglin,2021,-0.03883374689826303,51.88135112776452,-8.59523805920491
Muskerry Estate,Castle Avenue,"41 Castle Avenue, Muskerry Estate",41,300000,2021-04-09,Castle,2021,,51.885514844369936,-8.596310161258103
The Crescent,The Crescent,"23 The Crescent, The Crescent",23,270000,2021-04-08,Crescent,2021,,51.88974689003794,-8.592724974545812
Greystones,Greystones,"29 Greystones, Greystones",29,265000,2021-04-01,Greystones,2021,,51.88708566318779,-8.572495537963082
Coolroe,Old Quarry,"17 Old Quarry, Coolroe",17,248000,2021-04-01,Old,2021,-0.04406779661016949,51.885279789132504,-8.622716969745719
Inniscarra View,Sweetbriar Lane,"9 Sweetbriar Lane, Inniscarra View",9,317000,2021-03-31,Sweetbriar,2021,,51.88901621244116,-8.572065214668026
Town Center,Rowan House,"1 Rowan House, Town Center",1,465000,2021-03-30,Rowan,2021,0.08813559322033898,51.8878563321983,-8.600737381727024
Cois Na Cora,Cois Na Cora,"9 Cois Na Cora, Cois Na Cora",9,274000,2021-03-29,Cois,2021,,51.89115617169389,-8.586177713181245
Coolroe,The Close,"34 The Close, Coolroe",34,360000,2018-08-03,Close,2018,,51.885279789132504,-8.622716969745719
The Cloisters,The Cloisters,"26 The Cloisters, The Cloisters",26,335000,2018-08-03,Cloisters,2018,-0.13846153846153847,51.88453436126935,-8.578108099687265
Old Quarter,Millers Court,"63 Millers Court, Old Quarter",63,350000,2018-07-27,Millers,2018,,51.89114003596089,-8.59633561033392
Old Quarter,Leslies Arch,"81 Leslies Arch, Old Quarter",81,395000,2018-07-27,Leslies,2018,,51.89114003596089,-8.59633561033392
Old Quarter,Millers Court,"64 Millers Court, Old Quarter",64,399999,2018-07-24,Millers,2018,,51.89114003596089,-8.59633561033392
Fionn Laoi,Woodview,"30 Woodview, Fionn Laoi",30,350000,2018-07-24,Woodview,2018,,51.89295672639931,-8.577244778805012
Town Center,East Gate," East Gate, Town Center",,200000,2018-07-20,East,2018,,51.8878563321983,-8.600737381727024
Coolroe,The Stables,"14 The Stables, Coolroe",14,330000,2018-07-20,Stables,2018,,51.885279789132504,-8.622716969745719
Old Quarter,Coppers Grange,"19 Coppers Grange, Old Quarter",19,350000,2019-07-23,Coppers,2019,-0.0014441606686788969,51.89114003596089,-8.59633561033392
Parknamore,Parknamore,"15 Parknamore, Parknamore",15,285000,2019-07-22,Parknamore,2019,-0.016296296296296295,51.88458744794133,-8.609309161051812
Old Quarter,Coopers Grange,"18 Coopers Grange, Old Quarter",18,350001,2019-07-19,Coopers,2019,-0.0014441606686788969,51.89114003596089,-8.59633561033392
Carrigrohane,Laurel Wood House,"1 Laurel Wood House, Carrigrohane",1,760000,2019-07-19,Laurel,2019,,51.89118108080445,-8.570433423222292
Parknamore,Parknamore Rise,"21 Parknamore Rise, Parknamore",21,266200,2019-07-18,Parknamore,2019,-0.016296296296296295,51.88458744794133,-8.609309161051812
Old Quarter,Millers Court,"59 Millers Court, Old Quarter",59,406883,2019-07-18,Millers,2019,-0.0014441606686788969,51.89114003596089,-8.59633561033392
Greenfields,Fernwalk,"7 Fernwalk, Greenfields",7,630000,2019-07-15,Fernwalk,2019,,51.87941701969475,-8.620193493581136
The Cloisters,The Cloisters,"20 The Cloisters, The Cloisters",20,280000,2019-07-12,Cloisters,2019,0.0034090909090909102,51.88453436126935,-8.578108099687265
Coolroe,The Lawn,"35 The Lawn, Coolroe",35,332000,2019-07-12,Lawn,2019,-0.013882762939366715,51.885279789132504,-8.622716969745719
Old Quarter,The Cresent,"52 The Cresent, Old Quarter",52,253000,2019-07-10,Cresent,2019,-0.0014441606686788969,51.89114003596089,-8.59633561033392
Shalimar Court,Shalimar Court,"11 Shalimar Court, Shalimar Court",11,269000,2020-05-18,Shalimar,2020,,51.88896130535807,-8.578969730369383
Old Quarter,Leslies Arch,"64 Leslies Arch, Old Quarter",64,233000,2020-05-13,Leslies,2020,,51.89114003596089,-8.59633561033392
Maglin,Maglin Green,"5 Maglin Green, Maglin",5,385000,2020-05-08,Maglin,2020,-0.07096774193548387,51.88135112776452,-8.59523805920491
Classis Lake,Berryfield,"8 Berryfield, Classis Lake",8,350000,2020-05-08,Berryfield,2020,,51.88586099008718,-8.62822296864587
Beech Park,Beech Park,"70 Beech Park, Beech Park",70,232000,2020-05-07,Beech,2020,0.025829808005206636,51.884462825784524,-8.586660730369518
Coolroe,Coolroe Heights,"12 Coolroe Heights, Coolroe",12,282000,2020-04-28,Coolroe,2020,,51.885279789132504,-8.622716969745719
Aylsbury,Aylsbury Lawn,"1 Aylsbury Lawn, Aylsbury",1,387000,2020-04-24,Aylsbury,2020,0.0,51.88284449037205,-8.620440916875388
Manor Hill,Manor Hill,"20 Manor Hill, Manor Hill",20,320000,2020-04-24,Manor,2020,,51.89121035709487,-8.575907457357648
Old Quarter,Leslies Arch,"34 Leslies Arch, Old Quarter",34,400000,2020-04-15,Leslies,2020,,51.89114003596089,-8.59633561033392
Classis Lake,Oak Drive,"13 Oak Drive, Classis Lake",13,280000,2018-11-26,Oak,2018,,51.88586099008718,-8.62822296864587
Carrigrohane,Father Sexton Place,"10 Father Sexton Place, Carrigrohane",10,130000,2018-11-20,Father,2018,,51.89118108080445,-8.570433423222292
Station Road,Tudor Grove,"1a Tudor Grove, Station Road",1a,357500,2021-03-26,Tudor,2021,,51.885856656204545,-8.590996730369481
Maglin,Maglin Green,"13 Maglin Green, Maglin",13,394999,2021-03-23,Maglin,2021,-0.03883374689826303,51.88135112776452,-8.59523805920491
Mukerry Estate,Castle Avenue,"56 Castle Avenue, Mukerry Estate",56,300000,2021-03-23,Castle,2021,,51.88554133320571,-8.596438907281483
Carrigrohanebeg,The Willows,"188 The Willows, Carrigrohanebeg",188,268000,2021-03-23,Willows,2021,,51.89309917070151,-8.580849757357647
An Caislean,Caislean Close,"24 Caislean Close, An Caislean",24,252500,2021-03-23,Caislean,2021,0.02177407726529392,51.88419579207018,-8.604721941977742
Maglin,Maglin Green,"8 Maglin Green, Maglin",8,339999,2021-03-19,Maglin,2021,-0.03883374689826303,51.88135112776452,-8.59523805920491
An Caislean,An Caislean Way,"108 An Caislean Way, An Caislean",108,302000,2021-03-19,Caislean,2021,0.02177407726529392,51.88419579207018,-8.604721941977742
The Maltings,Granary Court,"20 Granary Court, The Maltings",20,210000,2021-03-19,Granary,2021,-0.045454545454545456,51.88503727921537,-8.591352822622822
Glendower Court,Glendower Court,"61 Glendower Court, Glendower Court",61,300000,2021-03-16,Glendower,2021,,51.89097713659068,-8.579260601534097
Coolroe,The Lawn,"65 The Lawn, Coolroe",65,325000,2021-03-16,Lawn,2021,-0.04406779661016949,51.885279789132504,-8.622716969745719
Classis Lake,The Oaks,"23 The Oaks, Classis Lake",23,400000,2021-03-16,Oaks,2021,,51.88586099008718,-8.62822296864587
Muskerry Estate,Castle Avenue,"26 Castle Avenue, Muskerry Estate",26,290000,2018-07-20,Castle,2018,,51.885514844369936,-8.596310161258103
Parknamore,Parknamore Rise,"23 Parknamore Rise, Parknamore",23,265000,2019-07-10,Parknamore,2019,-0.016296296296296295,51.88458744794133,-8.609309161051812
Old Quarter,Leslies Arch,"145 Leslies Arch, Old Quarter",145,295000,2019-07-04,Leslies,2019,-0.0014441606686788969,51.89114003596089,-8.59633561033392
An Caislean,An Caislain Grove,"90 An Caislain Grove, An Caislean",90,242000,2019-07-03,Caislain,2019,-0.024255374255374256,51.88419579207018,-8.604721941977742
An Caislean,An Caislean,"77 An Caislean, An Caislean",77,255000,2019-06-28,Caislean,2019,-0.024255374255374256,51.88419579207018,-8.604721941977742
An Caislean,An Caislean Way,"113 An Caislean Way, An Caislean",113,250000,2019-06-27,Caislean,2019,-0.024255374255374256,51.88419579207018,-8.604721941977742
Coolroe,Coolroe Heights,"32 Coolroe Heights, Coolroe",32,282000,2021-03-08,Coolroe,2021,-0.04406779661016949,51.885279789132504,-8.622716969745719
